@relation 'training-set-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C4-L1-weka.filters.unsupervised.attribute.Remove-R3,4'

@attribute id numeric
@attribute cleaned_tweets string
@attribute subtask_c {IND,GRP,OTH}

@data
52042,'real shit',OTH
27118,'like justin want conservatives plan even consider climate change using blatant misinformation lead people like believing trudeau fault negotiating fucking sociopath south',IND
79563,'disgraceful innocent proven guilty happen lying',IND
50345,'would know gun control worked refuse try anything',OTH
74912,'everything said exactly need gun control saving lives nothing else matters saving lives people get bent shape second amendment right crying put feelings away coward put guns away coward gun coward',IND
82193,'typically liberals jump conclusions dont believe due process innocent proven guilty anti american bunch',GRP
41056,'care right left go back tv bitch one tv star office good hollywoodisscum',IND
14902,'also ugly hell something anybody wants look lol',IND
15568,'sale buy american flag usa shopping sale org usa flag u shop maga americafirst trump pol qx',IND
90932,'bruh times dropped kicked back wit feet caught aint g ass shit',IND
34477,'even parody antifa page deal shit',GRP
21865,'comes pain maga wwg wga',IND
43806,'hell think little eddie',IND
77521,'america grateful military husband die battle field died home fighting gun control stronger laws regarding mental illness police brutality educate issues',OTH
71401,'david stop mouthpiece anti gun people r nothing worm looking fame remember antifa blm radical left groups violent hurt people course agree',IND
31213,'beign joint acct called grok everything sun person women racist redneck antifa kkk members grannies yes grannies haha etc pretty common fraud gets busted start calling one busted hilarious names',GRP
72866,'tis funny assume left supporter antifa even though dislike nazis still ball washer though',IND
73016,'know naming sex robot models',IND
83886,'u dickhead',IND
19886,'antichrist roman catholic church house demons',OTH
98403,'juan needs check completely control',IND
49519,'funny dildo',IND
91705,'hell liberals move california build wall east border',GRP
92335,'democrats care anything undermine president trump people better realize serious getting rid vote red suffer liberals',IND
61158,'go antifa ppl like friggen milo buy conservatives like medicare blackout going millennials antifa protests',OTH
88278,'hell would left already hates enough black conservatives liked country comment fight',GRP
96775,'disgusting pedophile',IND
37967,'follow maga patriots',OTH
81896,'know whole lotta people spitting whole lot bullshit right idk youll ever see pray feel way responsible happened today already damn much know good great love',GRP
78431,'obama never laments killed chicago every week chicago old stomping ground ask draconian gun control laws working watch blame indiana',GRP
77001,'nazisarebad programs called nationalization education health care transportation major industries instituted vigorously enforced strict gun control regimen encouraged pornography illegitimacy abortion',GRP
56826,'furries suck dick offer insult',IND
64933,'let bretheren fool one republicans need decide going good people repunklicans need know kavanaugh going make ronaldgrump first dictator naziusa cannot happen',IND
71246,'begin movement giving away farms mine claims connections took still relevant way show concern us standing another bitter polutician charity begins home baba',IND
94587,'frothing far goodest shit',OTH
60140,'fair point didnt make meme couldnt take big gov sucks besudes meddling many counties politics economics funds antifa black lives matter try divide people try tear country apart',GRP
46961,'vicious steps republicans defended advance hearings liberals response liar claim republicans defending feinstein info real women lie men honorable judge kavanaugh',IND
23495,'begins lt lt lt lt unfair biased unjustified targeting conservatives massive censorship conservatives exercise gt gt gt gt pray theusa pray revival',GRP
64170,'swear god shit real man',IND
90619,'casually fucked',IND
40559,'hmm something like getting really high quality artists draw really boring cars like fucking grand prix something',OTH
73258,'dare kappa',IND
80183,'cute girl crush since earlier year called funny want throw',IND
38487,'gun control anti seen single ad attacking rhetoric create fear',GRP
79787,'boop police department freeze oh shit cute open boopboopboop',IND
27483,'could either liberals like shame anything suspect latter',GRP
81405,'also said gatlin gun niggas sit corner like boxers rounds',GRP
10974,'oh sucks sick',IND
69148,'ezra cockroach needs light shone',IND
44383,'democrats done anything cover think solution ya want gun control abortion control free medical free ed quit tripping',GRP
71272,'poor baby entire network trusted people still watching cnn brainwashed liberals demonrats',GRP
82657,'maxine cracked pot run town loser joke also',IND
31194,'kept scj seat open year merrick garland fair push kavanaugh thru unpopular nominee ever american people deserve better woman deserves better',IND
51418,'ha really see hypocrisy antifa obvious drunk cool aid',IND
23565,'care going prison prison regardless',IND
61875,'free speech alive well since social media platforms run strict dictatorship opinions libtards',OTH
60719,'wonder sex traffic victims',IND
65352,'cares great deal perceived number people died largely irrelevant long look bad sure blaming democrats fits trump amorality lack empathy inability take responsibility fits',IND
99554,'miss head total lack gun control',IND
31963,'always knew biden obama felt conservatives shocking easily admit wonder hatred violence left',GRP
92973,'worries antifa invites poses pics known neonazis smdh',IND
18315,'get shit together',OTH
87496,'aa mr bean crawl back rock',IND
22919,'people take pride living place survival moment moment struggle everything shit feel tougher stronger people successful pleasant educated clean areas plagued violence death guy',OTH
67302,'antifa much much smaller white supremacists america responsible fraction violence also nazi bad',GRP
44861,'ford parents liberals corrupt politicians going collude people come stories years ago proved senator hawaii reason women hard time life easy',GRP
81502,'acting like spoiled brat women need sort help',IND
62718,'k nvm fuck battlefield',IND
78851,'hell leftys talking say anything stop maga',GRP
63278,'trumps promise border wall pay lie gun control innocent lives taken',IND
78807,'time maga flip',IND
90628,'ok killing babies',IND
69157,'seems often types events occur gun control safety debate heats believe eventually state legislatures pass laws providing schools better protection sad events occur order push agenda',IND
47202,'bad write law take away stupidity liberals',GRP
34080,'exactly sound like complete dog shit meaning tell long cox',IND
70403,'sorry break god bible actually lesser god ancient sumerian babylonian religions bible unique claims unique inability substantiate said claims try',OTH
97185,'nigga everywhere escape spews time',IND
29363,'embarrassing liberals wonder women raped school',GRP
29899,'hear jobless claims lowest since four years born dow record territory many times since got pile shit room ponies right maga',IND
39362,'one ugly dumb woman',IND
83523,'liberal pissed anyone would give disgusting pos award equality f u including liberals bullshit decision hrc',GRP
31191,'fired dead public fake news show approaching crowd scared stand fire get kitchen',IND
17302,'think hypocrite loyal evil gop vote',IND
10889,'arm really sucks gun control',IND
79276,'bert ernie puppets dogs children two genders two terms maga',IND
10444,'physically threatening boys us completely slandering name wasnt im honestly saying shit ya course like ya said fucked least owned apologized death threats way line',IND
72318,'asshole lies republicans',IND
94450,'antifa unmasked close hey think p stupid one told white raised fist stands white power thanks mbasses',GRP
16069,'probably think would get far hope little sleaze go hearing hope prove liar conniving witch rest liberals',IND
61248,'another sick liberal',IND
74446,'antifa otherwise known nazi brownshirts never thought comparison lol ironic one call everyone else nazi disagreeing anything say lol',GRP
44196,'americans need realize rape kill easily environment absolutely close borders proper vetting implemented',OTH
24782,'long take one biggest arsehole appear millennium get humiliated exposed corrupt fake lying toad',IND
96180,'convenient conservative dummy believes people selectively unemployed conservatives always try use type propaganda facts warped conservative beliefs clear many conservatives like ability learn think',GRP
53375,'wait kavanaugh throw gun control garbage belongs',IND
38946,'oh yes coward',IND
25855,'bye bye flake flake let senate door hit behind way',IND
33920,'custody understand cannot general population custody sort holding cell',GRP
96404,'beautiful people still get shameful keep digging dregs society support donald trump maga via',IND
50597,'support gun control texas long beto',OTH
93368,'hope whoever gets seated kick cry want someone get seated liberals worst nightmare everyone look back say really fucked confirming act like protesting kavanaugh still protesting trump win',OTH
37268,'thought could dislike anyone father wrong even pathetic children must proud father behaves like tick tock muelleriscomingforyoutoo patheticlittlemanjr',IND
64194,'claiming rape fbi jurisdiction day said fbi background checks anything would found also investigate something complainant even know maga',IND
40302,'watch music video jackets hrgggg love hank dumb ass',IND
18802,'feel like face never change right middle mom dad',IND
48531,'conservatives want talk scandals really let get started balls let get busy chickens',GRP
39777,'know scott care gun control done nothing help children fight gun valance stoppage america vote help kids school vote dem trump lied',IND
18097,'smarter would fine punch wants work way wealthy new yorker actually earned money gift daddy jamie dimon jpm',GRP
46058,'could get honest law enforcement agencies dig chinese spy chauffeur may sexual assualted high school funny american citizen qualify job vote maga',IND
33727,'one really horrible incident could show hundreds antifa kill anybody yet',OTH
28407,'serious fbi investigation woman motives behind political hit job kind shit never done anyone conservatives bullshit',GRP
47498,'meh asking blatant disregard truth gun control discussion present country criminals fear government misdirection',OTH
77482,'aclu insane antifa democrats violent declared domestic terrorist group',GRP
79248,'hell talking threats coming gun control nuts made kids',IND
78296,'notokavanaugh reverse roe vs wade women rights support special interest pardon trump indicted destroy american healthcare act aca favor nra amp stop gun control vote lgbtq rights violate immigrants',GRP
83833,'nothing lose dumping rump asap menace',IND
71901,'truth need see threaten even moderate gun control proposals seriously talked',GRP
84447,'shame willing ruin good man year old groping accusation prove rabid liberals want supreme court justice follow constitution politics shame',GRP
79390,'comey pissed us constitution rat needs go away face consequences',IND
77392,'go hell queen day believe less less every bit bullsh pull nothing lying demonrat maga trump',IND
29381,'maybe smart enough get trumptrain tired getting run unlike sycophants',IND
49298,'critique bernie objectively horrible record gun control met rural state nra give fuck record horrible stupid shit',GRP
51906,'coming sick puppy liberals beast',OTH
59464,'probably violent liberal antifa full force showing us much really care humans nope never fall fake sympathy garbage long pay strangers beat pulp kkk hooded thugs never',IND
54652,'trump walking towards crowd excited see reciprocating love moment reception genuine honest barack nothing actor fakes crocodile tears call gun control',IND
91057,'thanks bad bitch believe',IND
54021,'planning run joe lost natural mind',IND
44811,'asshole much nerve unreal',IND
28027,'talk kangaroo court liberals want one person word able destroy another person life nothing back sick',IND
87686,'hair asking pussy getting bald thinking trying new comb hide worst oldageproblems maga',OTH
26267,'lose entire thing block kavanaugh leans bit conservative side nominated trump liberals playing games see brainwashed mainstream media',GRP
68611,'ashamed michael moore start term internet called troll think ancient troll coming age liberal hysteria guided ignorance',IND
37186,'speaks nothing dog whistles think fooling',IND
31485,'get shit poppin',IND
63171,'mcenroe fucking legend h ed abuse everyone appears commercials yelling people movies yelling people icon think fair',IND
51531,'believe asked people vote aishwarya bcos mentally unstable n mood swings',IND
36555,'reason liberals deported sick twisted fix',GRP
45130,'facts dangerous line hate trump liberal activist makes year old claim completely character judge kavanaugh question total scam fed liberals turning sc confirmations jerry springer show',IND
77179,'jokes funny person saying really hate whites christians national past time liberals days funny stuff louis farrakhan crowd racist crap barometer',IND
91264,ass,IND
91889,'much say jail whole family criminals',GRP
87429,'prospects game fatbastard',IND
50073,'thought funny lacked talent comedian',IND
78924,'oh going start painting hideous pictures like peddle socialism gun control everyone',IND
42517,'liberals vile vicious disgusting',GRP
15888,'plain stupid thinks clever come next ge public make tories pay casting political dustbin yrs come see smug',IND
74520,'hilarious liberals think equivalency using senate rules keep nominee voted bringing someone accuse nominee sexual assault years ago showing sane',IND
62223,'liberals minority republicans brain cells rock',GRP
57048,satan,IND
36705,'need leave lot shit past lol tweet literally made',IND
11777,'th columnist always imagines patriot traitors rationalize perfidy clearly deep state steady state swamp whatever wish call sees nuisances amp trivialities elections maga',GRP
53285,'carrey shut good',IND
45588,'think sorry true obama screw american people ever could',IND
62896,'usc sec et al time press federal criminal charges eric holder swamp scum',IND
74460,'saul suffer fools impatient people lazy read learn',GRP
19240,'losing democrat one believes say speak well part crooked democrats pers trump done usa president put together loser',IND
90425,'gun control working chicago military access assault weapons ignorance old age still working chinese',OTH
61702,'fucking idiot',IND
74551,'sick individual care pope trash pick guy sick bring justice',IND
10092,'big thank stupid celebrities events like serve help republicans elections maga',GRP
13824,'mom better watch moron hands least accusation sexual harassment charges also affected pee stained skin due liking peed',IND
19626,'competing worst president',IND
32870,'like real life cartoon character love respect shit keep',IND
47283,'gain greater understanding hatred blanket endorsement putting maga expressing ignorance platform putting anti openborders bio going get hatred return',IND
56421,'biggest thing fail everywhere else',IND
29672,'gonna boo ass regardless',IND
94286,'girl bitches aggravate',GRP
11554,'reading q right q says believe still sessions virtually invisible rr stay going anywhere even fisa docs released public covered shitstream media nobody ever know',GRP
55870,'easier pod believe sides terrible honestly look conservatives',GRP
44803,'lived era conservatives literally tried argue gay rights would cause collapse western civilization exaggeration used fall rome example somehow want pretend vilify us ugh',IND
76661,'hitler would proud david hogg',GRP
69479,'killing landed phx min early san sitting tarmac min officially late looks like going miss connection oak sucks',OTH
17480,'call negative nellie lives brain constantly battle creep',IND
75946,'chicago already toughest gun control laws country democrats want disarm law abiding citizens criminals always guns',GRP
54013,'liberals address insult attack',GRP
17565,'many republicans conservatives perennially bringing knife gun fight connecticut ended basket case state stomach matching adversaries aggression level get steamrolled every th grader knows',GRP
36961,'nice true life trump haters funny thing trump done everything good americans america yet anti americans put trump amazing people act like trumps bad guy evil liberal democrats amp band haters antifa blue wave',OTH
97912,'telling encourage antifa shits try get dropped less better',IND
51937,'damn ugly',IND
36427,'also jaclyn either crazy stupid straight lying people morphe return policy also deceptive predatory',IND
43439,'really talking nonsense talk like bible quran',IND
63466,'new tactic left actually go tactic used throughout decades playbook right nazi socialist playbook democratic socialist today neo nazis aka antifa thegreatawakening maga qanon',GRP
67263,'soooooounds like awesome plan next gonna pulling money medi care amp pensions pay golf cart rentals detail watches struggle stay fairways golf weekends swore never time maga',IND
39824,'kind feel like antifa terrorists maybe overstating lol',GRP
98896,'saw still vague though confirm done though',IND
16839,'holder prison',IND
81683,'saying official suppose go back recall every violation let go rule silly ass argument line called like saying billy martin get thrown buck showalter get thrown',IND
20292,'pres trump right release classified docs proves investigation biased began almost yrs later mueller nothing trump damage presidency occurred due liberals',IND
15656,pathetic,IND
42482,'restaurant diners fatally shot corpus christi ruger blackhawk revolver nra calls gun control research unethical',OTH
13877,'louis farrakahn called said great job parroting ideas means original thought actually puppet',IND
23114,'kind like mean old woman says pretty young one ugly untalented washed never look like one thing catty secondly makes look like jealous hater montel',IND
60250,'shit feel real life whack like set begin idk',IND
39480,'liberals truly outdone stunt absolutely disgusting',IND
32417,'think donald trump disgusting disgraceful pig shame thinking much puerto rico failed us failure called president nothing talk bad puerto rican understand pr usa territory jerkoff',IND
66457,'evangelist speaks filled holy spook',IND
21442,'ya bad democrats bring back nazi tactics nazi brown shirts form antifa',GRP
61200,'bono attempt inculcate masses later life epiphany senility certain markers guess bono made clear sad',IND
98223,'teacher nut job judge remember influencing young minds',IND
40606,'roy moore allegations far distant past bezos bunny satire drellenbrandt maga dr melissa bunny via medium tells us beyond grave years ago jeff bezos put hands cut head cooked hasenpfeffer dinner',OTH
73869,'antifa anonymous coming',IND
30593,'could anyone expect anything less fool like j rubin incompetent hair fire libs cost people lives blame pres trump',IND
55005,'cunt st eu',GRP
15926,'lmao dumb forgive manners pile shiit said give cancer',IND
44471,'bet first ones calls robbed police people freaking stupid',GRP
87051,'feel sorry greedy even hides patreon amount dumb kids keep donating watching playing games whispering mic',IND
97924,'screw keep shit honestly',IND
25540,'u cold bitch',IND
66869,'crazy things liberals blame trump via unhinged blame everything president',GRP
70844,'think jisoo focused found taeyoun',IND
19907,'social graces shunned ny proper everyone knows white trash little money know act makes everything always pos embarrassment usa',IND
34711,'one sides white supremacists hard say one sides wrong side stop trying equate antifa white supremacists makes look like white supremacist',GRP
36284,'get shit transported africa niggas told seen venomous snakes iguanas beetle size car tire lmaoooo kinds shit',GRP
15112,'girl called tryna call ugly show ugly',IND
62840,'also know women b c democrats call justice women assaulted democrats evidence injury amp police reports know dems demand conservatives found guilty upon accusation know political',IND
66487,'krazee right wingers nerve bitch antifa',IND
21485,'could legislate common sense gun control tone racist rhetoric',GRP
30937,'democrats double sided hypocrisy surpise maga confirmkavanaugh pjnet',OTH
47947,'win texas need liberal everything liberals touch turns crap',OTH
71775,'metoo ruined hateful demonic democrats weaponized men disgusting democrats liberals ruin everything touch voteredtosaveamerica maga',GRP
92284,'unfortunately real way democrats feel blacks could would put us plantation socialism making citizens slaves government conservatives never let happen kind treason amendment',GRP
65400,'bhagwat tells shakha minions says rest world two different things sanghi goons keep raping killing stupid liberals think sanghis bad get taken lies else next years india disappear',GRP
27889,'hell yeah fuckig',IND
54522,'risking ass lol',IND
65323,'democrats becoming despicable day bottom vitriol lies barrel liberals go along makes sense',GRP
58703,'right stopping replying anymore nonsense going keep following warm others dangerous take society pal biggest fake going proved like rest antifa bloody dangerous',GRP
56989,trash,IND
83095,'breatge kpop stan u nigger',GRP
47583,'democ rats pulling anita hill trick derail judge kavanaugh confirmation work get triumph communists destroy usa maga',GRP
20619,'troll simply dumb enjoying love tweeter',IND
97490,'hillary blaming women long ago better hope uneducated show vote much liberals ignorant know many things',IND
33290,'support jahs blessings hussle bomb',IND
97578,'missus horse fuck right us chasing like bell ends',IND
39701,'really sucks commies atheists liberals refugees anyone one us uses precious tax dollars',GRP
43528,'blatant lie antifa worse hate group look berkeley university california nearly destroyed guy disagreed kkk white supremacy shutting free speech',GRP
13906,'slap shit outta',IND
76467,'would listen man robbed american taxpayers millions dollars gave iran',IND
33578,'well better looking lying chicks lawyer',IND
66351,'hate really takes toll people physically unhinged liberals look well fake news armageddon coverage sucking life people feel bad',GRP
33019,'croatian president bikini photos worlds hottest president ever',IND
46049,'yeah gun control act also uses lot innuendoes black people ghettos text',GRP
19069,'found today jesus white go church sunday watch football damn obama liberals',OTH
48637,'happens next whoever inthe gop votes gets destroyed vote republicans senate ensure margin victory amy coney barrett liberals worst nightmare',IND
11589,'landon sucks asked birthday could play never got back landon suck',IND
80192,'trudeau liberals rules time oust',GRP
91816,'liberals give rats ass power period cry everything go way',OTH
39036,'francis must forced aside church needs cleansed top bottom',OTH
61363,'republicans conservatives wet dreams step confirm predator scotus judge step eliminate women choice step eliminate non white voting rights step eliminate women voting rights step end immigration',GRP
52370,'support medicare voted dreamers voted racist police brutality bill voted give donald trump even larger military budget thing gun control voted racist payday loans bill',GRP
23564,'doesnt matter said correct anyone stupid life families lives jeopardy based politico dam fool',IND
64188,'feinstein schumer political assassins thank heavens able give gop courage fold far conservatives need hit back hard political criminals',GRP
57651,'active duty personnel know think dangerous fool maybe racist military klansmen support mr traitor pants',IND
44654,'insulting black fully capable getting ids makes think lets honest liberals mostly white want appear saviors vanguards minorities protecting fraudulent votes',GRP
87524,'calm amp patient great keep mind people bc everyone viewpoints aspects life',GRP
64374,miriam,IND
89366,'demon craps get fact charge delusional think something effect country profound way bargained away american dreams come first illegals',OTH
22519,'dumb looks',IND
46048,'kirinodere curious case fucked customs fees good book',OTH
96384,'realest tealest shit ever eric da gawd',GRP
84107,'hate democrats fight like h everyday r making much lobbyist give damn want ready maga party get trump elected keep democrats till',GRP
17197,'end story lying liberals witness',IND
16218,'conservatives believe attempted rape form flirting getting look past believe nonsense',IND
99246,'full liberals paid soros things',GRP
69559,'iya risi area didnt get money widow children attempt get money proved abortive scam',IND
16183,'exactly evil liberals try intimidate people step guess bullying ok done liberals',GRP
27991,'course making money situation dem values greed power',IND
66082,'move ahead kavanaugh nominatin without information committing ethical legal violation u violated constitution merrick garland amp horrible candidate says precedent overturned wait info amp sure',IND
20030,'fuck cover american politics canadian politics fucking disgrace report news news stuff makes conservatives look bad ignore stuff makes liberals look bad',GRP
69790,'years later liberals wants away',IND
28181,'let nigga fish peace damn',IND
11093,'yeah way ruin fucking hype werent invited dennys finished andreas lol',IND
25377,'wonder antifa rioting streets find corrupt government',OTH
74927,'thats silly cartoons made popular fuck',IND
71268,'may well ignore since giving attention craves adorable child never good enough body nude love scenes searching attention desires bovine fecal posts',IND
62686,'glad wear wranglers gun control would propose stop criminals',GRP
78618,'zero evidence lmaooooooo love seeing liberals squirm shit like',GRP
18186,'democrats cut funding cia goes around done conservatives play rules get fucked every time',GRP
79058,'lock haa looool cannot wait blatant lie somebody scared boy f b trump gets hang nooses remembers one imagine anxiety feeling makes smile',IND
80706,'ignored question crucial argument sensible gun control imposed another shooting occurs truly believe push restrictions',IND
65182,'liberal dictionary illegal immigrants dreamers trump supporters deplorable dregs ms killers human beings babies womb human beings antifa protestors law abiding nra terrorists bill clinton feminist brett kavanaugh predator liberalism mental disorder',GRP
91002,'liberals sick people',GRP
47078,'another attempt dems hide truth abuse women movement verified ab women metoo another extension soros groups like antifa kkk',IND
58215,'antifa would burn conservatives house cnn would lighting torches amp throwing gas flames',GRP
82672,'rosier played like straight fucking garbage mean tolerable undefeated run last year ever since pitt shown much scrub richt scared death start perry',IND
66279,'understand sound cold love nintendo money grubbing bastards',GRP
85553,'liberals morals anything goes kind drugs sex child endangerment',OTH
82023,'arrest immediately wicked crazy democrat',IND
43619,'shuting mess yumi ever mess ms yuzuki',IND
98757,'lol ted cruz thinks texas voters stupid says beto rourke ban barbeque state texas resist maga ridiculous',GRP
93313,'right politics place anyone reproductive organs sex lives',GRP
64441,'fuck disgusting animals editor approved news bag shit',GRP
32200,'vince cable show getting bed tories ridiculous knighthood',IND
60939,'pretending dementia libs maga',IND
63840,'think blame dumbasses gun control',GRP
11865,'legacy crap would anyone want save crap',IND
97312,'tolerate ur loud ass maga merch dont say shit nike anything kiss ass',IND
74555,'really slowing wanna ask could bring personal mac use work computer wanna seem like apple snob shook',IND
65081,'stand listen puke change channel speaks believes lies nuts leftwingliberaldisease walkaway voteredtosaveamerica maga',IND
11494,'come long line bigots morons hard grapple first gets better fill void fundamentally decent ppl eventually realize better',GRP
53803,'oh comparing government law enforcement agency subject constitutional laws private corporation yeah makes sense wait stop talking complete imbecile',IND
69898,'eye see kay oh ass',IND
24415,'unhinged fat pos slob lucked going conservatives making tons money process opertunist smart opertiunist knows use amp shovel bs liberal left good business days amp eating',IND
35474,'love yo cute ass',IND
31242,'another lie anything diversion',IND
44940,'theferalleft liberals continue infiltrate indoctrinate kid shows hire mentally ill hemorrhoids',GRP
20384,'every time hate horrifying feeling happens im dozing jolt wide fuck awake',IND
24493,'read whole thing white mass shooters even considered terrorism political agenda murder like dylan roof',GRP
40619,'communist fool',IND
21336,'ah classic antifa behaviour trashpeople',IND
71493,'cares union leader say big kate u fawningly report lefty concerns u left promoting cbc r trudeau liberals bidding u r cbc liberal party shameful',OTH
62612,'democrats jam far left liberal judges conservatives throat every liberal judge investigated way back grade school lowlife',IND
35651,'settled never see jury never know truth maybe grabbed first swapping spit really stupid grab either way doubt ever know complete truth',IND
90150,'boycotting nfl rest life',OTH
62393,'god terrible',IND
70288,'amazing much money thrown guy liberals freaking beto epitomizes everything wrong america vote cruz',GRP
40131,'bloodsport forget monologue jackson describing big monster think',IND
36339,'hey bono turn dublin hotel refugees asshole',IND
24151,'nothing opportunistic lying sack human waste paid left turn tv ed',IND
76414,'oh yeah sure wait certain amount time talking gun control right sure saying thing people using dead push laws nothing right',GRP
52388,'actor joe biden alll fake phony actor get stage joe time come amp gone dregs society could care less preach',IND
61513,'bat nigga',GRP
92373,'president respects liberals',GRP
84702,'hopefully joking hate boycotting leftist entertainers stop saying stupid stuff',IND
19954,'kid legal immigrants attest correct follow law letter cases worked damn hard get legally anything risk status illegals contempt laws pull scams',IND
81420,'liberals want hear juanita broderick ignored liberals want hear keith ellison acc double standard',IND
99161,'disgusted today know thought celebration thinks everything ever able forget horrible things done',IND
61904,'complaining sp comments blames media spath feeling certain way actually reading article basically saying shea know shit basically shut mouth',IND
23193,'didnt say raped daughters friend years old long committed suicide',IND
46354,witch,IND
10054,'traitor whoever',IND
92277,'conway say louder fellow maga trumpkins horrible peiple insulting',IND
46365,'idiots actually listen say sucks',GRP
88002,'hillary clinton potus oops',IND
40597,'joe swear seems like shit intentionally show us fans put us hospital heart attacks everybodyin',IND
76187,'live westminster utter bulshit conservatives cear nothing people living social housing look grenfell amp tenants need say merits speak louder words amp tory words empty promises',GRP
34900,'name calling decorated disabled veteran shame know subject making slanderous remarks',IND
61760,'hate much president',IND
51828,'blind fool make america great america first americans understand difference people voted donald j trump ex obama policies complete failure let seat back enjoy show starting barack obama',OTH
55574,'know sex sales know ridge going choose daughter jmo wanted hope get',IND
15570,'farrakhan refered white people blue eyed devils even repeat said jews anti semitic',GRP
80375,'carrey looking like tranny every day',IND
74840,'fuck em complete morons',IND
97389,'lindsey graham uses butt hole',IND
45033,'click fuck',IND
36817,'guy embezzeled least trillion dollars american people divider people full hatred american people guy cant trusted look people bengazi trusted died',IND
86742,'another b story one watching football',IND
21220,'releasethecures declassifyfisa itstime lockthemallup wwg wga greatawakening winning qanon maga james comey knows going indicted youtube',IND
15731,'end war drugs slash shit taxes across board repeal unconstitutional gun control laws',GRP
23029,'never watch movies maniac',IND
36578,'nov election tell tale msm laud antifa alt media expose soros shill shitheads',IND
49549,'proves liberals shame whatsoever deceiver proven liar nerve speak casting shadow',IND
16410,'devil made ugly face liberals feel sorry innocent honest ones brainwashed',GRP
80114,'secondamendment saw dems kavanaugh hearings bring common sense gun control time time chicago guy chicago toughest gun laws country yet gun violence capital usa dick',GRP
48870,'parasitic lump',IND
11305,'carrey becoming weird like peewee herman',IND
45985,'rapid dog',GRP
88866,'fudge report apparently socialist kind label successful capitalist much higher morals opportunities society dumbest followers',GRP
67709,'say insanity lockthemallup handcuffsforhillary maga',IND
59929,'continual use left liberal progressive show euphemisms democrat party owns deny amp ideology lying public calling spade spade',IND
61109,'ridiculous going vote point apparent accepts bribes',IND
80372,'said trying prove cheepika goddess everyone else nothing offer tells everything insecure fans target alia know good alia good threat called goddess',IND
32697,'virtue signaling playing young minds also thinks weaponise attempt stop brexit disgraceful vile man honest care uses get wants',IND
12136,'world stop liberals wanna hijack process delay costs',GRP
65267,'molested yrs ago yrs old want say till thrown jail according liberals amp metoo accept allegations blindly said confirmjudgekavanaughnow senatorfeinstein democratshateamerica',IND
21177,'money better spent american mental health gun control sandy hook vegas concert theater shooting church sunny springs',OTH
73648,'pretty awesome movement imagine men rights wanktavists fucked woods spared everyone bullshit fewer abusuve relationships messed kids sooner men like go way fucking sea better',GRP
68791,'fuuckkkk youuuuu',IND
91187,'chloe shut fuck seriously get fucking life leave us alone idk many time fucking tell bc clearly fucking get',IND
83283,'democrat years power remember women well bad liberals hypocrites worst kind',GRP
95345,'paranoid one person think fucking yale kind antifa hq',IND
90412,'putting end antifa fuckwits pardon language',OTH
24188,'show gop trump supporter mass shooter problem drawing taking active shooter growing ssf could open carry black panthers freaked elder liberals time took away us',GRP
16776,'conservatives kansas joining claiming christine blasey ford making false accusations supporting time cus level stupidity hallmark',IND
24163,'unicorns antifa rainbows socialists puffy hearts feminazis sunshine pussy hats resist',GRP
16452,'love one bitch',IND
68655,'propose ward deal put gay lesbian youth opposite gender segregate kids entirely awful idea going assume experience knows talking',GRP
47662,'guess forgot walk liberal plank',IND
78604,'spreading fakenews fyi maga',OTH
20456,'liberals took',IND
78758,'hate year old faggot logan fans like',IND
65370,'another village missing idiot',IND
46437,'false democrats best confirmkavanaugh maga drainthedeepstate',GRP
87955,'right shoot messenger go homosexual rot clergy bergoglio go man archbishop vigano exposed homosexual rot clergy satan must really good laugh one',GRP
72873,'professors students murdered connecticut bushmaster xm e rifle nra blames gun control laws',GRP
72323,'fake lol',IND
64838,'embarrassment kicked',IND
37089,'ya sexy lady',GRP
80158,'bronbron cool ok eat ass lakergang',IND
20776,'know chant puto means fined three times means acceptable bullies one done one player done culture country',IND
53020,'another fraud put democrats woman lying help party nothing liberal nutjob would say anything try keep conservatives majority scotus',GRP
11104,'daveb boring man ever graced simb thank fuck run bored',IND
51041,'see said travis ellen one hating ass bitch',IND
80671,'day free dead ass serious call talking come get cause imma block yo ass',IND
78456,'old crap spewed liberals msm disgusting',GRP
22837,'im fucking sad also gif art',IND
59567,'thought would win could implement last part plan use guillotines china blades mexico maga lockthemallup confirmkavanaugh wwg wga patriotsunited godblessamerica godblesstheworld godblessourmilitary thmonkey',OTH
44879,'go away irrelevant',IND
57819,'woman molest young boy next day forgiving hypocrisy thrives celebrity circles',GRP
42300,'piece shit',IND
91935,'sure woke wanting fuck chuds might antifa super soldier serum something idk',IND
33734,'really hope block next monday want see page reaction kavanaugh gets confirmed supreme court gun control effectively dead',IND
78573,'bring race real racist democrats liberals like',GRP
55009,unepic,IND
99396,'stop lying liberals said absolutely nuts',GRP
33003,'either testifies shuts either fraud false memory person raped never forget ever',IND
45686,'snowflake whine whine whine maga baby',IND
99667,'mueller told either would co operate go prison life executed coming maga drainthedeepstate confirmkavanaugh traitorsall',IND
24462,'really insulting lot latinos like lot black conservatives believe god crackheads uneducated celebrities garbage know read script',GRP
61901,'amazing consistently manage piss progressives conservatives arrogantly misguided often segments',GRP
97783,'achichincle lamebotas',IND
