@relation 'training-set-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L1-weka.filters.unsupervised.attribute.Remove-R3,5'

@attribute id numeric
@attribute cleaned_tweets string
@attribute subtask_b {UNT,TIN}

@data
69758,'mean logic behind claim means liberals felt ok man abuse women essentially saying conservatives right right',UNT
65618,'shit got dead eager ass boi',TIN
10864,'ever met woman guarantee would want slap shit total disgrace dumber box rocks',TIN
58079,'cheap cheap try bible quran really guts',TIN
99671,'better take extra antidepressant cher done deal',TIN
25390,'holder evil hateful dangerous man real racist absolutely hates white people amp obama contributed race riots admin',TIN
73488,'disgrace needs resign citizens maricopa county need start recall fubar general election waiting',TIN
91799,'suck winning maga',TIN
29016,'still read analog clock like takes like fucking minute process glance one like digital click',UNT
56146,'shit getting hand',UNT
74379,'trying shape opinion mockingbirdmedia worse read comments failed miserably maga greatawakening thestorm wethepeople wwg wga draintheswamp releasethevideo mockingbirdmedia fakenews qanon qanon chan',TIN
46424,'tried perhaps bjp rss connection could fixed masters would happy dhanya',TIN
47001,hungery,UNT
26430,'dying slow death shame',TIN
60075,'time take people take power hurt ptotus people abusing power given trust maga qanon wakeupamerica',TIN
18964,'gov brown needs class maga also need swift kick pants insulating',UNT
81430,'america better swamp crud like',TIN
60707,'bad behavior like never acceptable',UNT
58360,'even reason last thing mac would want would everyone harassing shit already grieving cmon dude',TIN
71819,'sad many liberals seem love firing shots allies saw bernie sanders supporters calling uncle tom supporting hillary made argument shade hopefully block respect opinion',TIN
10641,'still excuse tf parents using amp using',UNT
64066,'liar even remember says right',TIN
45799,'suckers paying early access game hate week',UNT
33076,'take stupid whole new supersized level',TIN
12248,'part problem racist wanna address',TIN
39461,'gun control use hand',UNT
70250,'another nail coffin nfl',UNT
87873,'nobody voices opinions country louder conservatives idk fuck',TIN
76654,'love u beautiful bitch rawr',TIN
34316,'useless hope plenty paper towels act like grown',TIN
79269,'hmmm almost like gun control laws work means must something guns problem',TIN
28509,'sessions job deep state rino like',TIN
31646,'mon bye bitches suffisait',TIN
14668,'coward goes countries peaceful humane perceives weakness loves putin kim jun un tough guys like high school wants tough guy bullying soul',TIN
18226,'lies maga makeamericagreatagain theresistance',TIN
11200,'least honest wanting nationwide gun ban give credit place show gun control works environment controlled access course gun control works access place metal detectors',TIN
10161,'jeff think following mccain footsteps good idea known traitor walk away demonrats resistance party liberals evilness confirm kavanaugh',TIN
11971,'epitome class big fat class',TIN
14318,'oh fucking gods',UNT
23112,'nra supported gun control targeting black panthers defending black neighbourhoods police brutality',TIN
95643,'republicans fall right line say serious accusations must postpone vote hear many republicans interested conservatives',UNT
49119,'eminem may angry old man yelling young people really care unless would dressed roblox character rapping',TIN
29977,'evidence trump collude russia duuuueerrrrhhh said maga',TIN
45720,'anything state law running federal office thinks texans morons illegally claiming government office sending summons money maga texans',TIN
49407,'shes liberal disagree one thing determine terrible person remember liberals talk high horses superior morality',TIN
70977,'anti trump racist race baiter better alex jones crazies',TIN
79641,'need look twitter feed little bit closer neither republican racist thing liberals say people agree far hillary clinton evidence already presented obama gave pass',TIN
72558,'city people fuck quite ring',UNT
42502,'want accept results election welcome leave country would make happy fear mongering interrupt us enjoying widespread posterity nation history',TIN
46158,'silly rabbit laws rules liberals',TIN
18381,'little note bible ever read says holy spirit us fight devil lie claim holy human holy way dare blame devil new name pope false prophet',TIN
66566,'leave fast enough conservatives like caused much frustration among rinos backbone propelled presidency',TIN
17531,'victoria secret sponsor trump hope realize much crap trump sold antifa',TIN
42353,'time liberals think going get win tune head cheerleader realize latest bombshell nothing go back miserable existence eating chunky monkey racist watching netflix',TIN
82164,'always trash trump amp conservatives stopped watching american tv amp going movies discovered wonderful foreign television shows albeit many subtitled favorites amp always good old fashioned reading amp music amp creative endeavors',TIN
49109,'oh well tje liberals socialists made drug addiction fashionable doable free supplies bout diabetics face ongoing supply costs forced pay losers',TIN
25007,'says fat antifa member',TIN
88716,'paytoplay gofundme k liberals society bottom feeders freakyford',TIN
99630,'westminster tories absolutely pathetic appeasement',UNT
91409,'scary super experienced knowledgeable members antifa match sarcasm serious question left leaders manipulate unintelligent inexperienced youth groups form taking advantage abuse unwary weak',TIN
74426,'another typical liberal espouses gun control uses hate bullying',TIN
36031,'bury lead fam nothing gun control laws everything demographics cities',TIN
56957,'ur fuckidng pretty perhaps shed tears',TIN
91450,'answer shut fuck join antifa loudmouth punks',TIN
74372,'murder gun deaths states strictest gun control ignorant fact make',TIN
47998,'meet walter walter likely maga walter believes lies told daily imaginary walkaway talked community color fakenews walter understand minorities penchant remembering u walter eats toenails',TIN
28156,'yes democrats longer care bout constitutional laws us citizens new pets illegals drug dealers murdersers thieves rapists muslims antifa lgbtq anybody hates america theyre batshit crazy',TIN
49499,'man sucks unreal',TIN
18103,'wow destroying life guy filed case father ia going court get summons already stretched seems like done something wrong police shld take matter forward whoever guilty shld b punished',TIN
53181,'says wakes sleep thinkin gonna get trump needs psychiatrist asap',TIN
43944,'relevant whatsoever might well let us know someone pack smokes pack beer fridge dipshits ittabloid garbage ffs',TIN
87405,'anymore excuse fuck memes',UNT
42537,'mueller proves judicial system weaponized democrat special councils charge republicans play game republican special councils charge democrats right balls court republicans maga',TIN
85262,'serial rape seem problem liberals bill clinton hillary enabled go figure say hypocrisy',TIN
40019,'get still profoundly ignorant',TIN
29985,'justify death racists amp bigots excuse well weed criminal amp deserved murdered wait till excuses start',TIN
12719,'pope complicit make mistake anyone harms child',TIN
34521,'least got experience though born missed great decade increasingly worse shit show since lol',UNT
16450,'trump lies grown far frequent dangerous mother jones truth decay maga doomed',TIN
11856,'liberals drink kool aid live bubbles think lot people like could see clownish look act',TIN
69441,'fuckin poisonous group people soon someone hands hat propeller top find another company work lemmings',TIN
12310,'conservatives quit rather fight betray every claim cons patriots amp fight constitution reveals extremism amp defeatism dems know win stick together history proves',TIN
24575,'lets stretch bitches',TIN
83918,'pope dope',TIN
62148,'says deeply religious say religion satanists religious peace',TIN
71433,'fuck detect attitude text bubble',UNT
99078,shit,UNT
71527,'fuck killing lately',TIN
44826,'problem people read go oh shit cunt already think rednecks retards already support believe fake news',TIN
69245,'draw straight line btwn ppl think truthful msm lies kavanaugh treated unfairly codywilson set zimmerman right wall good refugees terrorists blacklivesmatter racist reverse racism real kap disrespectful maga',TIN
43388,'hope full pot holes smells like shit',TIN
72446,'sex games make feel like actully sex ign would describe really makes feel like fucking whore alleyway',UNT
75997,'mean exactly like conservatives attacking current victim',TIN
42778,'idc suck wanna fuuun',TIN
11950,'vote god sake move non issue months allow libtards veer trap harden fuck let go seriously kavanagh scotus maga',TIN
84359,'basic argument canada passed gun laws gun crime stop therefore gun regulation ineffective source grand claim gun control expensive failure measurable effect crime article gun advocate gary',TIN
84187,'gun control people believe legal owners following current laws fools making citizens usa defenseless',TIN
99586,'son please make cry today never saw shit',UNT
39056,'sick fuck like quick fuck',UNT
27416,'communist elite roger goodell teaching lowlife ethics class daughters shameful shameless left wing nut ruining sport football instead teamwork values flag',UNT
35902,'realize useless argument drunk drive get arrested punished kill someone drunk driving murder rules regulations safety precautions drinking owning operating vehicle need gun control',TIN
67707,'house flowers shits crazy',UNT
74330,'dick damn know bhadbhabie actually bhadtranny',TIN
81591,'things definitely fucked need state obvious like conservatives needed like liberals needed one without faulty',TIN
40470,'except little attempted rape thing wonderful guy',TIN
91317,'first law sensible fucking gun control',UNT
57421,qualified,TIN
12052,'maxine needs consult shrink coz suffering trump syndrome',TIN
41007,'lying understand mind leftwing nutjob liberal cult money means nothing stopping trump means',TIN
67428,'love liberals say word debunked kind like hillary said said anger forosity knew meant bullshit',TIN
50688,'line sound familiar soon talk gun control typical nra funded gop response nra sponsored mass murder',TIN
77015,'sick corrupt ignorant moron',TIN
72536,'keep putting violent liberal antifa kkk hoods beating strangers know nothing streets voters see voters love violence amp lunatic liberals minds take streets violent liberals',TIN
25533,'really gun control limits one capability personally safety makes even harder good people buy guns legally even make hard women obtain guns self defense keep simple background check system already',TIN
27335,'god thing beto texas decriminalizing crossing border reasonable gun control texas citizens someone could get hurt citizens try defend poor arizona need beto',TIN
74318,'care good player owned club suspend year make train youngsters tell bad looks like set example',TIN
66464,'alaye turn maga pay',TIN
35874,'conservatives would anything eliminate value laborers country people worked died holiday want see lost fake constitution worshiping people value constitution way far right',TIN
12789,'chicago record number homicides gun control laws working',UNT
42141,'push narrative remember place tell us think well gladly hillary said deplorable irredeemable gropy joe said dregs society tells us feel middle class christians conservatives votered',TIN
19303,'hallo please find unroll thread moore failure deal foul smear good example new rules could apply firs fakenews maga see soon',TIN
60929,'look kavanaugh stop shit maga',TIN
29049,'zombie walk little scary remember zombie said going eat shon butt',TIN
80826,'knew like never ever thought every single republican sit let regarding everything mentioned tweet pretty',TIN
16755,'knew email released earlier pandering ignorant base',TIN
93365,'oh never doubt read dirty wars slovenly pos jesuit worships satan',TIN
37866,'calling something different still pac borders country higher taxes gun control socialist removing ice work illegals brac family texas values arent california like jones u ppl dont even live stay dc',UNT
23352,'antifa simply wants us kill way us carry back knife',TIN
11095,'getting pussy huh',UNT
13966,'occupy wall street women got raped',TIN
72803,disgrace,TIN
28296,'sadly blew interview bought pass litmus test real progressive mistakenly alienated left dem base thanks hrc need us know',TIN
75968,'bad antifa crashes gop townhalls',TIN
38422,'kamala harris rapidly gaining reputation dishonest senator',TIN
63235,'hanoijane fonda campaigns gun control measure backfire liberty park press',TIN
45414,'one mistreating mistreating kavanaugh man may innocent liberals jumping hate trump right thing years word contest',TIN
90806,'fucking drugs dude',UNT
99766,'complete idiot',TIN
15485,'show plenty lefties like antifa getting pummeled like weak punks lol',TIN
82223,'going deflect away nearly dead due lack post hurricane support trump administration using deportation single year old man sir offensive one',TIN
10238,'love u bitch',TIN
51617,'fuckingndbs funnyhejs',UNT
98538,'help already verify account try use wants details passport phone instead two minutes pointless messages tells busy hang rubbish service',TIN
48692,'lier money nobody wants francoism spain except ppl like fascists separatists friends smoke screen money embezzlement catalonia friends vlaams belang amp italian nazis nazi',TIN
40054,'egomaniac like lose spend money free agency drafts better',TIN
15577,'cowards list antifa profiles cowards terrorist go',TIN
83927,'booo hooo hoo raised spoiled brats',TIN
49864,'nothing left wing unhinged liberal jerk needs shut f yrsof life time bs',TIN
32504,'missing brains',TIN
17590,'disturbed platform become like dictatorship soviet state',TIN
64423,'dumb point',TIN
39865,'fuck bfa im going back rift',TIN
58318,'bite vicious tongue',TIN
99197,delusional,TIN
85813,'kkk antifa hate groups created democrats',TIN
42594,'daniels said job reflect character really cheap sleezy porn lap dancer high road take type job',TIN
62926,'tweet directed care less whatever blathering',TIN
35683,'evidence liberals goal sabotage nafta make trump enemy get trump hate vote canada election',TIN
84074,'fk river sick individual get life make world better place end loss trash imho',TIN
42883,'gotta keep gun control law get terrorists',TIN
43409,'sounds relevant march mumbai woke snowflakes gun control abortion india legal woman choice required take circus elsewhere instead take issue oppression hindus india least relevant',TIN
84054,'supporting apartheid state commits international war crimes shame',TIN
67471,'unfirtunately seen hispanics justifying shit trump argued two family members mine believes trump helped pr lot relative trump fan amp agreeds majority immigrants come bad upsetting',TIN
47552,'havent checked cant say anything',TIN
76221,'crookedhillary drunk go back bed granny trumptrain maga deplorables dregofsociety',TIN
90064,'bigger problem liberal gun control nuts want open borders try cleanse society established cultures create ruling class communist structure proven fail england muslim breeding ground shameful',TIN
58600,'shocking almost liberals crazy insane since clinton witch lost become unhinged deranged bunch damn crybabies stop acting like children grow',TIN
66104,'talking someone historical background heritage guns roman catholic generally gun control research sir',TIN
91479,'pittsburgh antifa cell conducting weapons training fight racists streets openly embraces mass murder mlm graffiti stands marxist leninist maoist mao communist regime killed million people venetian ballroom capacity',TIN
10987,'well see start talking dana sensible gun control laws ignores calls tragedy dry humping whore conversation talking void',UNT
30122,'coming guy arrested charged accessory hat deranged individual',TIN
68505,'really unbelievable feels ok call citizens worse deplorable nuts wonder ppl running reps obviously thinks way better us time go away mr biden',TIN
85878,'embarrassment republican party glad took cowardly way quit',TIN
13874,'proof african friends get free college demoncratic putting illegals ppl antifa ninja turtles running around acting like jihadist never lived real life experience antifa colleges kids white privileged',TIN
45517,qual,UNT
64790,'almost every one talked work today said fuck canelo new mayweather',TIN
66185,'hope fucken dinosaur thought steinbrenner',TIN
44791,'dirty cum dumpster',TIN
91706,'name social injustices caused gop death anyone caused members dare many people lost lives idiocy gun control',TIN
65418,'solved problem chicago alright wish leaders would think something different get attention gun control getting old',TIN
32266,'careful soyboy stickman arms might fall clean dweeb',TIN
83314,'innocent people resign know liberals love sexual predators ok keith ellison assulting several women police reports support',TIN
55015,'see boobs lol',UNT
58476,'knucklehead making good decisions',TIN
57412,'gonna suck gun control',UNT
13150,'sir know difference pretending someone else lying age etc etc etc thats point point lot people since forever kill victims sucks',TIN
34027,'one gives shit one miss sorry',TIN
63305,'qualified obama folks put together',TIN
74015,'sorry bloodsuckers bad almost bad elves like dating undead monster cant controlled even controlled die make mental issues',TIN
51497,'principled conservatives know canadian liberal media hate news help justin trudeau obvious one manipulated hurts canada read pinned tweet thread explanation see ignore trumps support israel',TIN
60683,'wake black americans maga kavanaugh votered trump trump walkaway kag trumptrain sundaythoughts hurricaneflorence hurricaneflorence bolsonaroeleito lugar bolsonaropresidente bb blackout bluewave blm blackexcellence',TIN
35211,'safe fucker',TIN
89826,'paid protesters votedemsout kavanaugh',TIN
98495,'fawning decide reasonable fully possible reasonable still wrong guessing never watched daves show going heard people fawning',TIN
19155,'donald trump office democrats good portion republicans shadow government complicit globalist international communist',TIN
40381,'clear listen anyways since interested arguing non existent racism tweet rather calling ignorant white girl display',TIN
59086,'excommunicate guy teach em',TIN
38025,'oh cool alana found one person dumber retweeted nice move',TIN
53328,'another war hero speaks',UNT
29462,'go far enough jr going jail treason',TIN
31107,'talking green maga sorry twitter grammar par eyes bad maybe critique latest article please well paid editors sure slip',TIN
17971,'coalition gun control headed lady turned job bully',TIN
34698,'actually nvm dc animated films shit',TIN
99287,'holy shit sick',TIN
77413,'clown cares nfl nflfreesundays',UNT
79227,'course corrupt democrate party stake maga wwg wga',TIN
27769,'really even care comes foolish annoying mouth go home david let adults maga',TIN
72836,'yeah liberals look victim man held covered mouth tried rip clothes rape boo hoo friend turned music loud cover screams hurt widdle ears get already amiright',TIN
31263,'make sort sexual foul joke liberals really like making',TIN
76422,'folks protest great president pure simple way bring gun control weapon campus gun free zone carried concealed weapon illegally guy trying cause gun control otherwise shot head',TIN
37302,'complaining shit tournament long think people usa care roger federer favorite food watching americans play turnoff turn channel',UNT
10414,'sociopath incapable feeling empathy period',TIN
84020,'videos trump supporters blocking kkk sending away accept racism said fine people sides includes antifa go ahead pick choose information',TIN
40934,'remember happened remember happened remember got liar feminazi go lengths smear man liar',TIN
58847,'gave fucking heart palpitations shaking type',UNT
73619,'steroid girl steroid rage',TIN
17581,'size stadium',TIN
39211,'serena outplayed amp acted like spoiled brat rules',TIN
63140,'sending commiserations cardinal losses brioche cinnamon roll picture',TIN
12887,'bull shit stop putting words people mouths',UNT
49816,'crazy liberals crazy eyes lol',TIN
42532,'still want fuck pussy rake',TIN
78004,'ass hot seat walkaway wwg wga pizzagate qanon hivites maga eagleonetowanta',TIN
89257,fuck,TIN
49656,'anyone target leftist liberals goal decent god fearing conservatives pass gov service result country harmed congrats liberals antifa anti america blossoms',TIN
48221,'sis paul mccartney loves venezuela dictator iran leader syrian president putin leaders rule terror bad things say beloved president donald j trump go figure',TIN
53966,'texan would grant automatic citizenship illegal immigrants never elected',TIN
88646,'flawed looking large problem narrow lens',TIN
13683,'trap conservatives know soon go public termination list',TIN
86962,'spewing sh bernie robot lie say amp anything going district da n thing socialism work way suck',TIN
26402,'rest pussy',TIN
99057,'accept hate men hate conservatives hate stupid hate hypocrites fact think conservative matters matter means much law order think',TIN
40662,'fuck nfl',TIN
61616,'behold conservatives deliberately ignore fact ok gesture used benign co opted racists signal white supremacy much like swastikas benign asian countries amp still co opted amp ruined nazis',TIN
64330,moron,TIN
74804,'guys ugly unhinged',TIN
12952,'bitch hood serving junkies maybach',TIN
73041,'lock insane',TIN
37633,'picked fire og today really good ugly fuck almost passed smoked j fuckin fire wish could share bowl brother',TIN
60323,'metoo best weapon liberals due process disgusting woman ones using weapon shameful typical liberalism use emotions benefit poster child using woman',TIN
95696,'bono sucks',TIN
77688,'go south side thousands died strictest gun control policies country work',UNT
36425,'hope continue crash',UNT
54620,fuck,TIN
47720,'omg disaster would incompetent person',TIN
76898,'want win finally good pc shit post full body vrc',UNT
22361,'love feeling u get going blues purples discovery new sexy loot',UNT
15130,'fuck terrorists ass',TIN
80635,'ridiculous tweet read today comparing traitors cpc liberals like saying democrats republicans two grasping straws pathetic',TIN
99547,'orourke one ignorant gun control freak know talking',TIN
54509,'fuck yeah',UNT
70550,'always found liberals progressives spartan ones socialists knew wanted live well could afford',TIN
23308,'fuck elect',TIN
41538,'said speech offends someone fined jailed asked fined wanting gun control offended',TIN
94545,'bullshit crappy pop star philly instead fresh prince amp dj jazzy jeff america needs take knee',TIN
67585,'gawd missing point hard yes could point expected responsibility lies solely woman culture man berated actions woman listen silly girl part culture',TIN
87451,'bloody demon need summons one',TIN
12791,'resounding maga',TIN
48185,'know pos nazi liberals amp care know everyone hollywood elite amp prob go',TIN
24403,'sister fucker name one single thing obama said inappropriate',TIN
35430,'know sure golfing maybe tweeting like lunatic bet planning next magadingdong rally never president brainwashed realize',TIN
42402,'yet allowed congress supposed check clown get control congress folks write laws prevent happening',TIN
64671,'maaaad annoying',TIN
46947,'niggas wellin wanna live world endless world wars death chaos hero literally anime x men',TIN
75391,'hes comin ur woolly bitches',TIN
20599,'like plantation white liberals black people thumb black person tries get old order considered one uppity negroes smart fer britches get good lil negroes teach em lesson',TIN
51146,'leftists commies usa going get little bit riled thinks maga mbga mcga socialists lefties conservatives patriots mega trump democrats republicans',TIN
41659,'people died puerto rico government corruption',TIN
36253,'game sucks',TIN
74411,'eat ass oh god better lying',TIN
40536,'every day iq gets lower lower wanna nazi barbie going pile maga goo bottom set soon enough',TIN
80505,'liberal intellectual nothing bigot shamelessness peak',TIN
66995,'unkind pin',TIN
18365,'men decent respectful called conservatives knack finding elevating sexual predators',UNT
20144,'lolol god hole',TIN
63492,'better idea mr guterriz whatever name resign amp go hell back wherever hell people came sake country',TIN
16502,'mogg jacobreesmogg calls chuckchequers chequers pleases nobody primeminister bbc sky lbc tory tories',TIN
25270,'redwave coming ok tho conservative harm b c political ideals cant say liberals tho liberals vile nasty opposing views',TIN
91468,'gets closer november left full panic mode talking points forever th amendment ok idiots let see try',TIN
64417,'beauty theview one pretends leftist maga',TIN
51162,'rehabilitate pervert zero tolerance disappointed pope',TIN
59665,'know exactly works steal money regulations taxes people thing government monopoly violence think democrats desperately need gun control want even power people',TIN
22890,'watch nfl games guy shove pie hole',TIN
32374,'democrats right hiding anymore fakejournalists fakenews nohonor maga',TIN
30862,'lethargic voters get deserve aggressive voters maga',TIN
81082,'fails realize party antifa complete lack self awareness people dangerous enemyofthepeople',TIN
76327,'democrats let animals like country get power back',TIN
21905,'one democrats controlled major cities long bankrupted left minority others desperation crime alternative life instead hand outs maybe teach better way',TIN
22263,'trump want fbi investigate dr ford claim b c ivana trump reported trump raped culture dirty old sexual perverted men gop neo liberals thing dr ford anita hill white men respect women',TIN
25505,'freaking ass',UNT
81640,'yes mothers deranged left make little boys really going let happen pure evil votedemsout maga confirmjudgekavanaugh',TIN
75253,'enough enough abhorrent inexcusable fearless leader seems forgotten public servant',TIN
54454,'oh guys dont censor right fucking hypocrites',TIN
65506,'rape never happened lying word gospel many women gold diggers avengers liars',TIN
33861,'like dating months finally understand cringe word cock lol',UNT
43851,'please get first take yell wayy much seem like asshole set litterly hear anything screaming obvious dont like like dude stfu',TIN
78274,'surprise texans hate liberals w soros backing',TIN
52917,'gt tfw lesbian',TIN
90303,'gun control nuts allowed protected thing supposedly despise use knife disarmharrisnow',TIN
17763,'keep telling lie think liberals believe focusing need yet many million sitting veterans budget intention funding',TIN
44577,'zimmerman belongs prison killing travon martin florida needs change gun control laws',TIN
85715,'liberals sure love spend people money hope change really works well obamas multi millionaires fortunes really changed better liberals brain cells left vote president trump',TIN
16298,'sick ass people',TIN
27890,'sure air breathing also bad',TIN
78055,'exactly watched two years refuse former fan think jerry jones disgrace people helped make rich',TIN
30006,'german give us gun control',UNT
37835,'kate gun safety code word gun control anything safe gun control limits law abiding citizens law breakers ignore laws wake folks mn need get liberal wagon vote patriots vote red',TIN
43764,'delusion think calling hrc backers idiots attacking messenger messengers ones signed took delivery message packaged sent dnc',TIN
73092,'reputation reputation schitt reputation away antifa activist like good old v lenin said scoundrel may useful scoundrel',TIN
86499,'watch catching plane hungary beat ass',TIN
41278,'imagining found picture bret holding woman like liberals go insane',TIN
90853,'ciara stopped much dumb ass shit god bless woman',UNT
82873,'aaron finding sending locomotive funny aware symbolises trains jews sent deaths',TIN
34690,'voted trigger article complicit',TIN
26379,'republiklan maga wearing traitors going dig childhood toy chest post videos burning ernie amp bert dolls ernieandbert sesamestreet toad mariokart traitortrump traitortoad',TIN
69013,'liberals complain time evaluate records sit anonymous letter weeks wait like criminal assassinate character good man end despicable',TIN
49837,'jesus christ liberals start young brainwashing',TIN
23227,'watch moron movies',TIN
45691,'another trying get back spotlight paul mccartney go back england shut',TIN
41289,'creepy joe roaming hands little girls one noncreditable demonrats ever seen amp jill talk disgusting pervert actions hate disapproval conservatives trump like hillary shut go away',TIN
25227,'good lord woman dipshit',TIN
21560,'pants drooping ass',UNT
49028,'ha ha yes fuck yes',TIN
49887,'red roses swarm conservatives pounce need verb',TIN
82852,'monuments torn next years much consternation conservatives',TIN
16886,'bitches psycho',TIN
91612,'lol fuck',TIN
22473,'impressive corruption lies',TIN
71941,'took away constitution us congress refuses restore us article sec taken away gun control laws anymore obama stupid man',TIN
66728,'far left antifa bunch bullies get brave mob confronting seems everyone nazi different opinion',TIN
13052,'fat ass heart attack city keep eating fat ass',TIN
90426,'daughter parents illogical hypocrites',TIN
98962,'congrats naomi u deserved win u showed true sportsmanship serena meltdown would like apologize behavior embarrassment us ejected arguing side chair thinks superior',TIN
85383,'let use treason laws remove holder planet',TIN
19119,'beat ass',TIN
60876,'obama zero accomplishments worst president r leader country hands shows liberal lunacy worship total loser know want party goals nothing except complain trumps accomplishments fu k liberals',TIN
99724,'god appoint trump devil appointed make sure part make sure get reelected voting pious man definitely even spiritual scum earth',TIN
24532,'anything help thank patriots maga dont hear thanking help share bc im loose signal rain batt die gotta get place plug thanks folks god bless',TIN
10867,'thought said nyt failing fake news true made',TIN
17118,'think abnormal',UNT
17796,'pr shit hole run corrupt liberals destroyed take years years years rebuild',TIN
51509,'husband despicable person narcissist cares one including',TIN
70493,'mine go drafts stop crap gathering proof censoring conservatives',TIN
10039,'childish unprofessional',TIN
62156,'america better retire flakey jeff flake go away',TIN
11134,'says white white people notice many shitty white people one sees',TIN
99978,'one journalists mentioned arrest corrupt mayor yesterday guess busy getting blown away wind',TIN
41477,'deep disgrace abuse rights existence relativity even generation mine knows rae low life opportunist government people suck liberal dick alt left nazi',TIN
81273,'good mess',TIN
71786,'using thought conspiracy would safe argue liberals concocted stalling order help liberals interest perfect pawn would play fearful process thereby helping confuse amp prolong process',TIN
58493,'think becka belongs room trash making comments like hear denouncing antifa ironically models flag nazis',TIN
26425,'according liberals yes guilty unless proves innocence wait man trusted ever dare make claim woman women sins man perfect',TIN
96859,pathetic,TIN
14263,'guess really perpetuating garbage liberals',TIN
41272,'conservatives everywhere small red town kids need spanked put god first need know consequences also brettkavanuagh held responsible something hypocrites sleep night',TIN
28949,'crook walking free',TIN
62195,'total psyop point anger liberals keep divided dont leave sorry ass party',TIN
15635,'wow actually terrible imagine proud getting people disaster zone finding water arrested store owner want arrested awful person',TIN
52122,'word cause music slaps reason selling big ass shows idk deserves',TIN
31570,'russia ivan terrible fsu willie terrible fsu bitch rod michigan tango charlie texas pay piece shit million put points first two fbs opponents even western michigan scores syracuse',TIN
12842,'doubling absolutely stupid never double pair eights',TIN
57718,'republicans sign plan fuck trump considering failure legitimate platform better republican sure tragedy alternative',TIN
81511,'two prominent backwards conservatives removed texas education looks like blind deaf dumb helen keller',TIN
30076,'time tell type jump lefty bandwagon demonize someone fair chance policies either huge failure like liberals result losing next election success ontario dig hole',TIN
41523,'irish like tweet ireland nuetral wwii bono gives nazi salute yawn nothing new',UNT
96114,'seeing want see think people want look manly powerful see expressing solidarity useless thing mock',TIN
86091,'democrats suffering trump derangement syndrome desperate dirty tricks work end inevitable maga tds walkawayfromdemocrats',TIN
45920,'hol tl see tht big dick energy',TIN
51839,'eric u got alot balls',TIN
81503,'total phony',TIN
19126,'reasons right wing friend budging gun control',TIN
29814,'northern ireland explicitly designed british establishment could stop paying attention ireland indifferent since',TIN
94132,'shows world useless ineffective little whiny brat go cry corner nuts oh yeah acosta',TIN
32705,'misleading nonsense like incapable straight news fake',TIN
52849,'piece shit',TIN
82666,'telling knows bum writes ass bottom proof higher intelligence need',TIN
77332,'twitter becoming tumblr fucking terrified',UNT
97272,'trumptards dirty liberals november patient first clear left absolutely zero intention playing rules hope president trump crushes joke party fullest extent law',TIN
48976,'either lookin shit somebody else creeps',TIN
25487,'bet butt',TIN
83264,'lack morals mother abortion murder',TIN
15839,'amazing low liberals go suit political agenda believe one bit good feeling pay price produce evidence',TIN
84280,'democrats want gun control say go range practice get better',TIN
38576,'ahh yes cause woman comes years later cant believed liberal outrage guy minnesota accused beating wife silent one libs god hypocritical liberals make sick',TIN
14684,'bet mock disabled people funny maga crowd likes pick weak support powerful like bullies wonder role model',TIN
62457,'jesus evilest cunts',TIN
36435,'amazing dems feel owe unborn generations keep illegals',TIN
23548,'gun control failed reduce homicides homicide rate dropped gun laws however rose enjoy bending knee people really give shit though',TIN
52401,'dumb european government allowed make decision affects entire planet also would even enforce going bug every computer world',TIN
81827,'know think ones surprised since think liberals want make gun ownership illegal',TIN
53170,'well half right shit',TIN
34237,'homeoffice releases one terrorist week year march report prior choudary released home office document full link stream questions asked laughable maga mega mbga mbga conservatives muslims migrants',UNT
40126,'god media using criminals heros push gun control',TIN
97308,'antifa violent hide obviously support',TIN
76336,'harris makes look ignorant daily maga without',TIN
86824,'bono fakir always sticking hand someone else buck may concerts tax evasion lecturing america africa never put money',TIN
30893,'afraid liberals screamed transparency potus screaming keep secret truth want seen liberals hypocrites amp alphabet agencies bad apples involved soft coup tick tock',TIN
55177,'yeah kinda fashy thing right proud boys scumbags wear tshirts saying pinochet nothing wrong antifa ones violent please actual fascist every time brought experience like dude stopped',TIN
72508,'hell offered last year go',TIN
88542,'every one social media platforms arguing racist powers manipulate push agendas gain power shit know exactly ur saying im pretty liberal guy stand racism discussions',TIN
14680,'still even really trying shit em wanna know everyone saying murdered mgk song terrible absolutely get preferring em gonna go successful artist know killed',UNT
25738,'chicago already thf strictest gun control laws country',TIN
49817,'recycling liars',TIN
56303,'term negative knowledge strikes knowledge sucked away information goes reverse away recipient',UNT
68916,'love wet liberals frightened us yet keen deal non democracy europe',TIN
92156,'fucking rude',TIN
73871,'informed process takes business days transfer credit expired myki card active cards wtf people use computers whatajoke',UNT
66862,'liberals gag',TIN
50949,'educational system controlled liberals works enslave minds children chains mental enslavement must removed order save future great nation',UNT
19058,'ashole gonna eat death',TIN
82591,'honestly people seriously delusional good thing majority fans ottawa educated ppl like scary',TIN
10106,'still coverup bet anonymous writer op ed ny times sept th ny times sr adminstrator potus cud say since refused name writer stir crap within trump camp maga',TIN
61319,'eyes fucking louder words',TIN
19740,'thursdaythoughts ever admit ways twitter censor conservatives seems highly unlikely annoying main feed limited stupid black bird ordering return top wont even let go back morning',TIN
35276,'shame tennis hierarchy stole serena proven draw racists upper echelons handle',TIN
